De_Ruyter,甲S E-3-O（ボス）,5.54
De_Ruyter,甲A E-3-O（ボス）,2.28
De_Ruyter,丙S E-3-O（ボス）,3.19
De_Ruyter,丙A E-3-O（ボス）,1.43

Houston,甲S E-4-S（戦力）,5.97
Houston,甲A E-4-S（戦力）,3.14
Houston,丙S E-4-S（戦力）,4.50
Houston,丙A E-4-S（戦力）,1.82

平戸,乙S E-5-J（戦力1）,2.55
平戸,丙S E-5-J（戦力1）,1.34

秋霜,乙S E-5-O（戦力2）,5.22
秋霜,乙A E-5-O（戦力2）,2.02
秋霜,丙S E-5-O（戦力2）,4.71
秋霜,丙A E-5-O（戦力2）,0.97

Fletcher,甲S E-3-R（輸送）,2.20
Fletcher,甲A E-3-R（輸送）,1.27

石垣,甲S E-2-R（ボス）,7.67
石垣,甲A E-2-R（ボス）,3.73
石垣,丙S E-2-R（ボス）,5.83
石垣,丙A E-2-R（ボス）,1.38

天城,甲S E-3-O（ボス）,3.52
天城,甲A E-3-O（ボス）,1.13
天城,丙S E-3-O（ボス）,2.75
